channel_name,video_id,title,published_at,year_month,months_before_last,days_since_prev,gap_label,rolling_gap,view_count,like_count,comment_count,like_ratio,comment_ratio,rolling_views,rolling_like_ratio,duration_sec,duration_min,rolling_duration,title_length,desc_length,tag_count,z_gap,z_views,z_like_ratio,risk_score,subscriber_count
장삐쭈,pjcTGHQSooI,[병맛더빙] 국뽕 테스트,2016-06-16 11:34:26+00:00,2016-06,113.4,,첫영상,,2833286,26358,2012,0.0093,0.0007,2833286.0,0.0093,145,2.4,145.0,13,6,1,-0.7332151070534819,-0.445976823301014,-1.039286886226129,18.6,3420000
장삐쭈,j4IENc23fck,[병맛더빙] 지구수비대,2016-06-18 02:40:42+00:00,2016-06,113.3,1.0,정상,1.0,2146341,16878,721,0.0079,0.0003,2489814.0,0.0086,77,1.3,111.0,12,6,7,-0.5926060378828606,-0.6008301307110845,-1.2252665265393092,20.7,3420000
장삐쭈,tcx1_Gwa2U8,30년 후 블리자드 본사 1,2016-06-18 08:03:04+00:00,2016-06,113.3,0.0,정상,0.5,2661118,19606,3432,0.0074,0.0013,2546915.0,0.0082,89,1.5,104.0,15,5,0,-0.6629105724681713,-0.5750863183874528,-1.3315406067182693,20.6,3420000
장삐쭈,5ySmGYfwUIo,30년후 블리자드 본사 외전,2016-06-19 09:01:47+00:00,2016-06,113.3,1.0,정상,0.7,1576613,9111,762,0.0058,0.0005,2304340.0,0.0076,126,2.1,109.0,15,139,9,-0.6347887586340469,-0.6844505199671969,-1.4909517269867099,21.8,3420000
장삐쭈,UlbC3jpHy4c,[병맛더빙] 만수가 가출을 결심한 이유,2016-06-20 08:41:32+00:00,2016-06,113.3,0.0,정상,0.5,5868259,58662,2083,0.01,0.0004,3063083.0,0.0078,85,1.4,94.0,21,7,8,-0.6629105724681713,-0.342373544189727,-1.43781468689723,19.8,3420000
장삐쭈,8zCbmhl1Xns,[병맛더빙] 허언증갤러리 정모,2016-06-21 15:48:23+00:00,2016-06,113.2,1.0,정상,0.5,6144432,37970,1117,0.0062,0.0002,4062606.0,0.0074,111,1.8,103.0,16,41,0,-0.6629105724681713,0.10825836287237978,-1.5440887670761898,18.0,3420000
장삐쭈,A2rGeMgkSPk,[병맛더빙] 도깨비 가족,2016-06-22 17:37:45+00:00,2016-06,113.2,1.0,정상,0.8,1728634,15445,1166,0.0089,0.0007,3829484.0,0.0077,89,1.5,103.0,13,40,7,-0.6207278517169849,0.003156017615559819,-1.4643832069419698,18.5,3420000
장삐쭈,v6JElI6QoBA,[병맛더빙] 이별,2016-06-24 06:05:23+00:00,2016-06,113.1,1.0,정상,0.8,2118429,16681,892,0.0079,0.0004,3964938.0,0.0082,81,1.4,92.0,9,58,0,-0.6207278517169849,0.06422504187932424,-1.3315406067182693,17.7,3420000
장삐쭈,6ORCikaH_kk,[병맛더빙] 스물 여섯 민철이의 포경수술,2016-06-25 19:24:48+00:00,2016-06,113.1,1.0,정상,1.0,8882118,74320,4061,0.0084,0.0005,4718403.0,0.0078,79,1.3,90.0,22,93,9,-0.5926060378828606,0.4039224473963061,-1.43781468689723,16.6,3420000
장삐쭈,Fz7DpB5p3yw,[병맛더빙] 장인어른이 부자가된 이유,2016-06-26 20:19:16+00:00,2016-06,113.0,1.0,정상,1.0,4759624,32763,889,0.0069,0.0002,4372201.0,0.008,94,1.6,86.0,20,101,8,-0.5926060378828606,0.24783832778253484,-1.3846776468077495,17.2,3420000
장삐쭈,3a13qPmE9qU,[병맛더빙] 놈들이 살아가는 방식,2016-06-27 16:26:13+00:00,2016-06,113.0,0.0,정상,0.8,1432717,13474,597,0.0094,0.0004,4298222.0,0.0082,91,1.5,86.0,18,21,5,-0.6207278517169849,0.2144851204500897,-1.3315406067182693,17.0,3420000
장삐쭈,J5fXhItLuAY,[병맛더빙] 야자타임,2016-06-29 18:31:45+00:00,2016-06,112.9,2.0,정상,1.0,5745386,47380,1348,0.0082,0.0002,5204961.0,0.0082,78,1.3,86.0,11,53,8,-0.5926060378828606,0.6232856430769703,-1.3315406067182693,15.2,3420000
장삐쭈,-judBMI4Ma4,[병맛더빙] 성수기 펜션,2016-07-01 08:54:48+00:00,2016-07,112.9,1.0,정상,1.0,7977522,58775,3020,0.0074,0.0004,4978812.0,0.008,134,2.2,99.0,13,113,9,-0.5926060378828606,0.5213270536796394,-1.3846776468077495,15.9,3420000
장삐쭈,gPG00-UMX6o,[병맛더빙] 고오급 석기토랑 (feat.백설양),2016-07-04 06:15:23+00:00,2016-07,112.8,2.0,정상,1.2,1499618,9478,582,0.0063,0.0004,4163811.0,0.0078,82,1.4,96.0,26,122,9,-0.5644842240487362,0.15388632956671347,-1.43781468689723,18.0,3420000
장삐쭈,CiB15KJTEc0,[병맛더빙] 석기토랑 개노잼,2016-07-04 10:53:06+00:00,2016-07,112.8,0.0,정상,1.2,1322097,10184,1022,0.0077,0.0008,4136156.0,0.0074,87,1.4,95.0,15,17,8,-0.5644842240487362,0.14141815685852913,-1.5440887670761898,18.4,3420000
장삐쭈,kDWM1SmlKmg,[병맛더빙] 경수의 호기심,2016-07-05 16:41:17+00:00,2016-07,112.7,1.0,정상,1.0,3518131,25881,1261,0.0074,0.0004,3579342.0,0.0072,113,1.9,104.0,14,99,9,-0.5926060378828606,-0.10961974291854445,-1.5972258071656702,19.6,3420000
장삐쭈,mjE36smkGXA,[병맛더빙] 실화 (오버워치),2016-07-07 15:13:23+00:00,2016-07,112.7,1.0,정상,1.0,3264951,20784,1332,0.0064,0.0004,2401199.0,0.007,116,1.9,100.0,16,25,9,-0.5926060378828606,-0.6407819341656409,-1.6503628472551501,22.4,3420000
장삐쭈,9LCxZCEji9Y,[병맛더빙] 마을 가는 길 X 왕춘식,2016-07-10 12:52:01+00:00,2016-07,112.6,2.0,정상,1.0,3483997,32182,3157,0.0092,0.0009,2897294.0,0.0077,112,1.9,107.0,20,92,10,-0.5926060378828606,-0.41711901101732335,-1.4643832069419698,20.6,3420000
장삐쭈,hhLVMtBk8zM,[병맛더빙] 조별과제,2016-07-12 15:29:01+00:00,2016-07,112.5,2.0,정상,1.5,8630037,79175,2831,0.0092,0.0003,4724279.0,0.008,121,2.0,116.0,11,29,9,-0.5223015032975499,0.40657162413950954,-1.3846776468077495,16.8,3420000
장삐쭈,PfHQH8HDQww,[병맛더빙] 이사만루,2016-07-15 09:39:21+00:00,2016-07,112.4,2.0,정상,1.8,2251239,15077,1309,0.0067,0.0006,4407556.0,0.0079,85,1.4,108.0,11,35,11,-0.4801187825463635,0.26377802209090073,-1.4112461668524894,17.8,3420000
장삐쭈,vEVfZ6Pnw_c,[병맛더빙] 병문안,2016-07-17 09:30:28+00:00,2016-07,112.3,1.0,정상,1.8,2823367,23654,1060,0.0084,0.0004,4297160.0,0.0084,81,1.4,100.0,10,46,8,-0.4801187825463635,0.21400632097744127,-1.2784035666287896,17.6,3420000
장삐쭈,nlmap8hxfdI,[병맛더빙] 벨튀 X 덕구,2016-07-19 12:37:25+00:00,2016-07,112.3,2.0,정상,1.8,2582683,19481,1612,0.0075,0.0006,4071832.0,0.0079,129,2.2,104.0,14,148,11,-0.4801187825463635,0.1124178769351427,-1.4112461668524894,18.5,3420000
장삐쭈,F8CyTZrPNk4,[병맛더빙] 노키즈존이 된 이유,2016-07-25 05:14:09+00:00,2016-07,112.1,5.0,정상,2.5,3563976,26526,1062,0.0074,0.0003,2805316.0,0.0075,86,1.4,95.0,17,11,9,-0.3816924341269285,-0.45858701280193304,-1.51752024703145,22.2,3420000
장삐쭈,Xby1j_41u4s,[병맛더빙] 앵벌,2016-07-27 13:42:11+00:00,2016-07,112.0,2.0,정상,2.5,4527795,37315,1404,0.0082,0.0003,3374455.0,0.0079,85,1.4,95.0,9,23,10,-0.3816924341269285,-0.20199242422976377,-1.4112461668524894,20.6,3420000
장삐쭈,WBh5-_l_t-M,[병맛더빙] 남매,2016-07-30 14:28:44+00:00,2016-07,111.9,3.0,정상,3.0,12179399,152316,5911,0.0125,0.0005,5713463.0,0.0089,87,1.4,97.0,9,50,9,-0.3113878995416178,0.8525422244711908,-1.1455609664050892,15.0,3420000
장삐쭈,GXPGQSdCmJY,[병맛더빙] 수련,2016-08-03 07:52:25+00:00,2016-08,111.8,3.0,정상,3.2,1669520,11534,1310,0.0069,0.0008,5485172.0,0.0088,124,2.1,96.0,9,110,8,-0.28326608570749345,0.749617920883264,-1.172129486449829,15.7,3420000
장삐쭈,G6tvAx7ehOE,Q&A,2016-08-04 19:30:41+00:00,2016-08,111.7,1.0,정상,2.2,545209,11291,1788,0.0207,0.0033,4730481.0,0.0121,354,5.9,162.0,3,1,9,-0.4238751548781149,0.40936777699201937,-0.2953683249734072,13.6,3420000
장삐쭈,EMU6A7yC-_o,[병맛더빙] 회식,2016-08-07 12:57:21+00:00,2016-08,111.6,2.0,정상,2.2,5574890,47311,2228,0.0085,0.0004,4992254.0,0.0122,101,1.7,166.0,9,8,8,-0.4238751548781149,0.527387338530242,-0.26879980492866684,12.9,3420000
장삐쭈,V1k2FekJOpE,[병맛더빙] 월차,2016-08-10 13:13:03+00:00,2016-08,111.5,3.0,정상,2.2,4906542,36747,2134,0.0075,0.0004,3174040.0,0.0109,83,1.4,166.0,9,10,8,-0.4238751548781149,-0.29234891793111145,-0.6141905655102878,18.1,3420000
장삐쭈,ryiwFTCVREY,[병맛더빙] 직거래,2016-08-19 11:02:10+00:00,2016-08,111.2,8.0,정상,3.5,3110638,19746,1325,0.0063,0.0004,3534320.0,0.0107,106,1.8,161.0,10,9,8,-0.24108336495630708,-0.12991777479950184,-0.6673276055997681,18.5,3420000
장삐쭈,YqkAM2AaAIk,[병맛더빙] 헌팅,2016-08-22 08:59:49+00:00,2016-08,111.1,2.0,정상,3.8,2219483,15498,886,0.007,0.0004,3952888.0,0.0073,115,1.9,101.0,9,31,9,-0.19890064420512069,0.05879233599852071,-1.5706572871209301,20.9,3420000
장삐쭈,6zyIfV1Y6uo,[병맛더빙] 수강신청,2016-08-23 13:42:15+00:00,2016-08,111.1,1.0,정상,3.5,5252814,35988,1363,0.0069,0.0003,3872369.0,0.0069,138,2.3,110.0,11,27,9,-0.24108336495630708,0.02249058954072657,-1.6769313672998902,21.2,3420000
장삐쭈,C9LASr0wv14,[병맛더빙] 자매 X 조마문,2016-08-25 13:54:53+00:00,2016-08,111.0,2.0,정상,3.2,3460961,28932,2671,0.0084,0.0008,3510974.0,0.0071,116,1.9,119.0,15,82,9,-0.28326608570749345,-0.14044324795246774,-1.62379432721041,21.6,3420000
장삐쭈,3SjRq-Tfh1A,[병맛더빙] 아르바이트,2016-08-28 09:47:10+00:00,2016-08,110.9,2.0,정상,1.8,4484893,29468,1708,0.0066,0.0004,3854538.0,0.0072,109,1.8,120.0,12,10,11,-0.4801187825463635,0.014451537378020535,-1.5972258071656702,19.6,3420000
장삐쭈,yS_paMT6cQ0,[약빤더빙] 소개팅,2016-08-31 07:47:40+00:00,2016-08,110.9,2.0,정상,1.8,5756286,61500,2503,0.0107,0.0004,4738738.0,0.0081,107,1.8,118.0,10,11,10,-0.4801187825463635,0.4130904203495127,-1.3581091267630097,16.9,3420000
장삐쭈,wRvRPyF9EGc,[병맛더빙] 8월 전기세,2016-09-02 07:26:46+00:00,2016-09,110.8,1.0,정상,1.8,4325109,33692,1967,0.0078,0.0005,4506812.0,0.0084,121,2.0,113.0,13,32,10,-0.4801187825463635,0.30852728805812357,-1.2784035666287896,17.1,3420000
장삐쭈,u-tEZGBWW0w,[병맛더빙] 면접에서 무조건 합격하는 방법,2016-09-07 07:53:59+00:00,2016-09,110.6,5.0,정상,2.5,4452801,33865,1222,0.0076,0.0003,4754772.0,0.0082,104,1.7,110.0,23,18,8,-0.3816924341269285,0.4203193005231894,-1.3315406067182693,17.3,3420000
장삐쭈,U0Em5EO69s8,[병맛더빙] 인조유방 X 유준호,2016-09-09 12:42:09+00:00,2016-09,110.5,2.0,정상,2.5,2122559,29597,1493,0.0139,0.0007,4164189.0,0.01,112,1.9,111.0,17,85,7,-0.3816924341269285,0.15405674971799513,-0.8533072459129484,17.0,3420000
장삐쭈,UybVZgRQe_k,[병맛더빙] 삼폰지,2016-09-12 08:35:18+00:00,2016-09,110.5,2.0,정상,2.5,4307097,30537,1971,0.0071,0.0005,3801892.0,0.0091,117,2.0,114.0,10,9,7,-0.3816924341269285,-0.009283751734077608,-1.0924239263156088,18.6,3420000
장삐쭈,HSeatfcPTKo,[병맛더빙] 승원이,2016-09-18 11:37:58+00:00,2016-09,110.2,6.0,정상,3.8,5125794,49853,2233,0.0097,0.0004,4002063.0,0.0096,97,1.6,108.0,10,31,7,-0.19890064420512069,0.0809627353087708,-0.9595813260919088,18.7,3420000
장삐쭈,u0RyK_EpLeY,[병맛더빙] 한조를 하면 안되는 이유,2016-09-26 08:45:38+00:00,2016-09,110.0,7.0,정상,4.2,2131326,17016,1284,0.008,0.0006,3421694.0,0.0097,109,1.8,109.0,20,14,9,-0.14265701653687207,-0.18069486463613074,-0.9330128060471685,20.2,3420000
장삐쭈,rjd664aO6Zs,[병맛더빙] 중대발표,2016-09-28 06:51:58+00:00,2016-09,109.9,1.0,정상,4.0,2276987,21738,1577,0.0095,0.0007,3460301.0,0.0086,109,1.8,108.0,11,78,9,-0.1707788303709964,-0.1632890160103895,-1.2252665265393092,20.9,3420000
장삐쭈,z-a5c5q68bo,[병맛더빙] 불스원샷으로 여친 사귀는 방법,2016-09-30 07:00:03+00:00,2016-09,109.9,2.0,정상,4.0,4480664,31716,2248,0.0071,0.0005,3503693.0,0.0086,160,2.7,119.0,23,49,10,-0.1707788303709964,-0.14372586467596404,-1.2252665265393092,20.8,3420000
장삐쭈,nG7_Ybj2Mqo,[별뒤밤] 1화 - 비오는날,2016-10-03 13:58:26+00:00,2016-10,109.7,3.0,정상,3.2,296517,6404,1742,0.0216,0.0059,2296374.0,0.0116,865,14.4,311.0,15,144,7,-0.28326608570749345,-0.688041966859021,-0.42821092519710763,20.1,3420000
장삐쭈,fNDauO09GhE,[병맛더빙] 동생이 쓴 이력서를 가져가면 생기는일,2016-10-05 12:39:35+00:00,2016-10,109.7,1.0,정상,1.8,3193341,26177,1307,0.0082,0.0004,2561877.0,0.0116,115,1.9,312.0,27,11,9,-0.4801187825463635,-0.5683407461560351,-0.42821092519710763,18.4,3420000
장삐쭈,y06FfaDgf-I,[별뒤밤] 2화 - 방귀,2016-10-07 09:10:53+00:00,2016-10,109.6,1.0,정상,1.8,194670,3981,1452,0.0204,0.0075,2041298.0,0.0143,1094,18.2,558.0,13,126,9,-0.4801187825463635,-0.8030422062990078,0.2891391160108743,17.1,3420000
장삐쭈,QgyxJoOnihM,[병맛더빙] 독거미 X 고최고,2016-10-09 07:17:45+00:00,2016-10,109.6,1.0,정상,1.5,1864267,12965,574,0.007,0.0003,1387199.0,0.0143,83,1.4,539.0,16,11,7,-0.5223015032975499,-1.09794075268305,0.2891391160108743,18.3,3420000
장삐쭈,d562pn5So9c,[공지사항] 장삐쭈 라디오 출연,2016-10-10 12:15:20+00:00,2016-10,109.5,1.0,정상,1.0,226006,2506,260,0.0111,0.0012,1369571.0,0.0117,32,0.5,331.0,17,164,8,-0.5926060378828606,-1.1058882829126604,-0.40164240515236727,20.3,3420000
장삐쭈,04_fF8_05RY,[별뒤밤] 3화 - 고백,2016-10-10 16:23:58+00:00,2016-10,109.5,0.0,정상,0.8,156205,3211,737,0.0206,0.0047,610287.0,0.0148,1243,20.7,613.0,13,92,9,-0.6207278517169849,-1.448209166896065,0.4219817162345747,19.0,3420000
장삐쭈,7Nnuy4qhUkg,[병맛더빙] 중간고사 X 팀 유통기한,2016-10-13 07:43:37+00:00,2016-10,109.4,2.0,정상,1.0,1860094,12255,585,0.0066,0.0003,1026643.0,0.0113,75,1.2,358.0,20,11,9,-0.5926060378828606,-1.2604963295759128,-0.5079164853313278,21.4,3420000
장삐쭈,6OiTXnNMj8E,[별뒤밤] 4화 - 살면서 가장 열받았던 순간,2016-10-14 11:15:56+00:00,2016-10,109.4,1.0,정상,1.0,119930,3651,790,0.0304,0.0066,590559.0,0.0172,1027,17.1,594.0,25,80,9,-0.5926060378828606,-1.4571034757439068,1.059626197308336,17.0,3420000
장삐쭈,x5Th_bWGVXE,[별뒤밤] 5화 - 살면서 가장 쪽팔렸던 순간,2016-10-17 12:05:27+00:00,2016-10,109.3,3.0,정상,1.5,114759,2827,801,0.0246,0.007,562747.0,0.0206,832,13.9,794.0,25,115,9,-0.5223015032975499,-1.4696424314249779,1.962955878829498,14.3,3420000
장삐쭈,DeDBEzHkoJA,[병맛더빙] 대가족,2016-10-19 10:12:38+00:00,2016-10,109.2,1.0,정상,1.8,3703757,30790,992,0.0083,0.0003,1449635.0,0.0175,88,1.5,506.0,10,9,8,-0.4801187825463635,-1.0697916718221496,1.1393317574425565,15.5,3420000
